filename	code	x_from	y_from	width	height
images/b142bff8-e694-46e3-a78d-925ed52b887c--ru.b919ccfb-a336-48c6-98d2-8b7115cfa795.jpg	4630031860968	51	494	901	475
images/16846873-aa0b-4743-80f9-f6263937d9d2--ru.927394f8-ee23-4963-b3d0-5d04e1126998.jpg	4610007391108	246	953	476	235
images/910be86f-5974-4da9-8c9c-1078687a746b--ru.3a955e1c-3a08-4c1c-be57-322575d27d87.jpg	5060639125425	207	538	510	351
images/5f625b96-67ae-4000-9d1c-840f720e2897--ru.c5374577-05a3-457f-8c58-b5258c23e959.jpg	4630007400419	1107	784	1796	904
images/5193859d-d0ad-4058-aa08-4ad5fb0b238a--ru.dcf1e9ff-a490-4769-be96-4fe2c184e12c.jpg	4607004890147	1509	1325	967	503
images/9dc6e4cc-1ae6-4403-9223-8be4e45e006e--ru.58f6eabb-8998-4c89-bdcf-b5f4743f7c51.jpg	4600209014042	621	953	224	158
images/93cda132-8b66-476a-a112-8acf47658fee--ru.c9cabec9-8436-4b5c-9d1d-a00905371a3d.jpg	4600712008125	200	474	531	292
images/3352e625-e175-4e1e-b7f3-e3eb48a22248--ru.535ac9a5-c752-41b2-a7cb-17c381570fea.jpg	4612742720045	187	648	550	205
images/db634ae3-dd75-49a7-b23b-c4c213309a3b--ru.6fcb6f2d-08db-4470-8732-ef3938c1e266.jpg	4607810141860	386	942	517	200
images/a66f361d-1e84-4f65-992a-4636e3b4ef9a--ru.c1328ca2-08a4-4c51-9251-4ae0a172b9d0.jpg	6921000381002	230	784	496	173
images/131628b3-41e9-4b51-a5fb-9b126b22a454--ru.8725857f-c24b-4bfd-b889-12b280c76748.jpg	7622100929369	173	584	628	187
images/59a588c0-6fbf-4790-ab82-8651d3d0f50f--ru.0ac57072-217f-457c-b247-4083fcdb29dc.jpg	4067005091642	387	1004	344	150
images/c16bbc1f-329e-4dc8-a7cf-bd4feb4e0d81--ru.bdd0ffd7-8f01-4265-b996-e2264735be45.jpg	4606484006857	79	721	800	308
images/0a0de03b-710c-40e4-8f0e-5fa0ee9ef0a5--ru.b7135dcc-0514-43de-a53d-87f41aae71e4.jpg	5053990125050	203	572	514	367
images/af464982-dc36-4ef1-89b8-9f899c26bd98--ru.05dda538-814b-423f-a33a-75c000046f47.jpg	4607003248062	306	1170	233	154
images/de621d54-ce08-4e02-b538-4a715e0e43ed--ru.4ab0b259-f8f1-4796-b0a0-abc76ec3e0df.jpg	4607131045298	6	222	958	584
images/e8dde2d0-f29e-4771-b93c-3bcc535d7e59--ru.aea29d06-259c-48b9-ac58-4dca25786e0e.jpg	4607005091659	1593	1406	1068	373
images/6759f170-9d2c-440a-9202-70dd46668b49--ru.6f9dae72-c379-42f2-a020-1791c90c0437.jpg	4607032905738	227	598	598	325
images/35019e8a-6a4c-463d-8a42-2b0631133bdc--ru.982ad218-0498-4416-9cf2-7f09ca97d0c2.jpg	8033123220170	275	592	373	166
images/120cc5be-59e5-47d6-93b9-952de7d87540--ru.86cae5c0-e67f-4579-b3a8-333fa68db067.jpg	4600680010526	266	679	316	210
images/f1f950b5-be18-4335-8dc6-6bea7445062b--ru.1502c7bf-6de8-42f1-9f47-90987bad4911.jpg	4605246016202	235	142	522	280
images/5fe5f3e5-f999-4e7b-bba6-d18864972ee7--ru.6a82c612-cb89-4cd9-82a3-e873944ae629.jpg	8714100763759	302	631	475	322
images/1a4e301e-9801-4545-96ef-f3597ca5ca09--ru.1cbae1d5-87a8-4d5b-90e3-87b8f72838b1.jpg	4603566931953	514	978	312	114
images/6f59ac7b-ec87-48ef-8e53-c8324ae0afdd--ru.2f01e1ac-6ec5-45dc-a418-691087f00c25.jpg	4015600949785	395	777	447	387
images/0efaf7e3-cc52-4292-a1b6-592f35bad6fb--ru.5756cd29-23e6-440c-ac05-f7982b62d5b6.jpg	4607091483291	716	311	204	343
images/6f8eeeda-3403-4c81-b37d-f9bbfada0e65--ru.21344efc-b08b-40ea-8a1c-ee975c5ef4a4.jpg	5029053547640	361	363	467	338
images/637d670d-29c9-4e16-83a0-364d48e83e65--ru.80103201-7442-4e55-8be0-74f4d5065865.jpg	4607115980430	1100	1757	1010	412
images/cc6f89b8-edb4-4aa8-b2b0-cda54befc00c--ru.f0db284c-a453-4553-b500-3d7a2463f59d.jpg	5449000022172	475	315	319	218
images/540e86b0-0b42-4073-9183-d07b9cc40b1e--ru.096446bb-13a0-4874-998f-71189777175d.jpg	4602701303259	124	569	555	284
images/dc2bf5e5-f997-4002-9a7b-cce12587e9eb--ru.fd95e362-87da-46f9-96d8-b6f6c49ac8c1.jpg	8718868256065	312	799	419	245
images/80569159-620f-4f67-b736-841c5a6f3249--ru.4ca6f07f-13db-4732-b4f5-112d38e0bfe1.jpg	4610013935280	385	404	627	331
images/56ef4803-4430-49b8-9173-d4698169b95d--ru.47ea0b18-fa48-48b7-84c5-e33546b1d3f5.jpg	4640189911288	475	385	415	293
images/f6e4cbb3-53c3-44ca-a52b-862d7d91991d--ru.b849da49-ffc1-42f8-b34e-dbb9035a6897.jpg	4610032370154	528	530	326	183
images/fe2886d7-955c-4909-a61e-6e388a379b71--ru.ed56e791-b8db-4589-94e6-1e7c43bd60b7.jpg	4607038301381	249	220	458	355
images/5a71f3c4-ab19-4a78-939b-d4c7522d96ad--ru.8c807fc5-6dcc-4681-a855-0623d19b7a00.jpg	4660019421669	259	523	498	423
images/27c31a86-1baa-467c-ac06-eb379773740c--ru.89f56794-3d4a-42bb-9733-8b1f60bf770b.jpg	4607065580193	348	1142	275	126
images/1ae4229b-9c97-47e9-813a-eb7e9af76904--ru.8983542f-e8be-4ece-94da-dded895d5398.jpg	4610030020419	174	629	543	312
images/65e90d1e-1166-4277-8c49-3b993316860f--ru.0327be8a-e8a9-4423-b693-d65c54be33c8.jpg	7613036044509	138	233	750	567
images/e3277f8c-36c4-4784-8919-7349ddbd243d--ru.e4b5ab53-915f-449b-acc4-eebeb26e212c.jpg	4660019534604	245	531	475	261
images/e691c8b4-d555-48d8-aaea-988beda82196--ru.d418165e-61e2-40b2-85f7-c97c597fe7e8.jpg	8594739227040	909	1281	1072	602
images/59e4643b-0840-4248-b50e-f23342e36a1e--ru.65d4576c-4fbe-4612-b678-0544696fb98c.jpg	4600697122090	258	691	402	200
images/5193859d-d0ad-4058-aa08-4ad5fb0b238a--ru.dcf1e9ff-a490-4769-be96-4fe2c184e12c.jpg	4607004890147	1509	1325	967	503
images/67c49161-584c-4355-b885-4c4f748234d2--ru.de000ead-d47f-4969-b040-4fdc357be09d.jpg	4607177761978	583	304	348	332
images/40bcda7f-8775-4ce1-9a24-ee5b719edc2e--ru.5f5a0c34-d25b-4427-93d6-91164ecbad03.jpg	46225573	426	358	306	176
images/77c7bd8d-bb64-4c4b-94c5-798a903eaa4d--ru.12f5929c-9d0e-49e5-9300-4aa2bd63bc51.jpg	4820240030508	173	657	589	293
images/a6c544bd-fa0a-4039-b36f-af5be20726bb--ru.12a5c2bc-1399-43eb-b0ed-29f5785dc92e.jpg	4607084351385	277	588	435	243
images/77252d88-2d4f-4741-a507-1aee82b4ca53--ru.9ebb3de8-8c88-4e43-9157-0cce279f91f2.jpg	4601921426748	414	862	285	120
images/f8a23b9f-26b3-4be4-a324-342b2b1aba5f--ru.223b81eb-1250-4f79-b7ad-b1b1f59524d7.jpg	4607035285196	185	990	658	373
images/148dbf23-bff3-4d83-82f8-3e1f5ad2a4a6--ru.5d4bbf35-f465-45e6-aa14-8d09681f840b.jpg	4610007722728	225	484	427	163
images/f6e3e8cc-e5b9-4442-b6af-79e51f13c57e--ru.5f33b65f-cd85-4dfd-b927-0b5aa5d724e0.jpg	4605362007023	234	649	443	205
images/6f580a4a-c2a9-4bf7-afc1-6da92a06e6dd--ru.f5ffc34a-b5c0-41ca-a37e-aa78dde9fb69.jpg	4605246001970	211	698	496	204
images/540e86b0-0b42-4073-9183-d07b9cc40b1e--ru.096446bb-13a0-4874-998f-71189777175d.jpg	4602701303259	124	569	555	284
images/468376b5-89e0-4658-9471-c03f2cdf9cfc--ru.5cf83e98-8a44-48c6-b9a6-0c61409fdc1a.jpg	4607005091642	249	888	561	203
images/8133e655-5bde-4799-bc03-c18cf966dfd8--ru.b25694bf-46f7-4aeb-a29c-ab55f8bc2df8.jpg	4607063424024	785	1071	929	623
images/2ac091e7-e4fe-4715-88a8-b2e54c49d0ff--ru.540c3c80-1a19-4411-b51c-533d479a5e91.jpg	4601669007681	251	545	423	174
images/6636b7d2-25d9-47e7-a383-743e30c06df5--ru.d33e82c4-1732-4b2a-8ecb-6c0b1ed541da.jpg	4620017451204	303	611	382	237
images/4789a846-37f7-4cf5-8e89-0f2f77c3462e--ru.7c64a59b-7072-45d3-8ddb-23a2954b6b19.jpg	4607014780551	986	1766	1000	601
images/87c2053b-3ffb-40af-b2ad-b4e27dba9b16--ru.c11701a1-965d-4606-bc7c-83af7ea1ef2b.jpg	4690388050474	252	320	2080	1528
images/9246b587-6113-4964-9084-c5a3f381d25a--ru.df948eb7-51cd-4a90-8b8e-3b7677dabff3.jpg	4251321400055	161	541	602	409
images/875c09ab-580d-4d16-b5d8-553574a55b5d--ru.e662cbfb-9774-4775-a336-2218c4f9bef2.jpg	4605246001970	414	547	564	200
images/08c1a35c-6d78-4884-bcdf-40a943666a73--ru.af2d688a-7722-49f3-9fc5-a2601e7a4235.jpg	4620754103367	391	2119	1080	604
images/18aac3cf-1bdc-42b4-af6a-a02bdf1423cd--ru.01d6afae-b6d2-4352-8b8b-7b499044c551.jpg	3574661171883	191	523	545	276
images/f34f1edc-c644-4acb-8a5f-d484fd0a1ad4--ru.be6a6249-6988-4f1e-a283-03fcd88752f0.jpg	4640017013318	185	328	568	228
images/dfbadbb2-ac0a-4d8b-a20c-e5a651a66586--ru.14230567-1ba8-4104-a345-2d4b0c2ceed0.jpg	4607151982733	152	600	490	283
images/f94c95a4-283f-4370-a15b-ff126334f9e4--ru.54e471cc-2439-4cd0-9faf-5bde9d637747.jpg	4606782353745	145	587	625	290
images/666c56eb-f1ff-4ba1-91d2-beeb0190f4d6--ru.0c3d1ad9-eb89-4b88-be85-f1cb1f15ef64.jpg	4604049012374	239	433	467	190
images/8f614d39-91ee-413f-a2d5-00f511f096eb--ru.257d2978-1f35-477d-b3b9-baa584e4ec54.jpg	4607046123906	217	325	931	379
images/570b3459-9405-4998-8ad7-c9f0dec45693--ru.bb535c36-51d5-4469-b737-e41f0cdd525d.jpg	4607098450036	478	714	213	124
images/c3b25934-5b82-4cc4-a09a-039bfe3e3580--ru.0ffdadd3-b191-4472-ba9d-be7570ca0e61.jpg	4650065523264	333	916	303	182
images/aec70aa8-3e8a-4580-b9b7-0612038abd3f--ru.6d45c238-8c43-46b1-a315-1ec2fe047745.jpg	8809220805929	335	1182	522	258
images/5193859d-d0ad-4058-aa08-4ad5fb0b238a--ru.dcf1e9ff-a490-4769-be96-4fe2c184e12c.jpg	4607004890147	1509	1325	967	503
images/21ba3336-6541-43ad-b1a8-b9d37841cbfa--ru.e194bb5e-c6d8-4485-a9f9-429d2bc13c67.jpg	4600935300105	159	627	793	295
images/27446e09-8dbf-4e75-98aa-11947c982b9b--ru.0cec65fa-6baa-47ff-bab2-a88f5538e770.jpg	4607008160338	186	508	545	204
images/a3465a76-730b-407e-bc88-b74c8fb90f85--ru.fa766bd3-4af7-4a25-95b2-6f0884a997e9.jpg	4606272024056	224	574	495	215
images/4978570f-cc91-4478-bf8d-b27a0598d673--ru.9e5b0f32-5a41-40cb-b759-4bbaa5f4f9ee.jpg	4627152183250	376	891	564	190
images/26ed90e2-9a8c-448f-a274-d93987c09757--ru.992f5a3a-fc63-4a22-87fa-d9eae243f9b0.jpg	4607051154063	960	447	224	85
images/5f625b96-67ae-4000-9d1c-840f720e2897--ru.8a070a60-a96a-4dcb-b72f-577b978f31ce.jpg	4630007400419	928	964	2030	955
images/7a94d0e4-61d9-4a74-b7ad-6329fb34de8e--ru.f05b73dd-9d2f-4eff-83a3-b5b062eb7b4f.jpg	3014260240226	331	978	368	230
images/110ae7b6-f3af-4028-b6b1-2f6be09e79db--ru.5d959f77-7f44-46be-9ba8-ea2115dcba30.jpg	9785171132330	191	424	575	282
images/d35248ff-e06a-49e8-8bdf-604fa12ff3b5--ru.504671c3-ecd3-44d5-8143-5a57acd62d0b.jpg	4601669006110	350	495	420	156
images/4f9c5258-9795-47f2-baf7-c40801a8a129--ru.b02c44aa-da81-4fc9-9eb3-308460fab567.jpg	4600999025389	256	620	434	213
images/2b24b931-4f17-463d-b075-81ab0bee1d42--ru.93066063-74c1-421b-afd2-a7b55e0bf54e.jpg	4602121008444	64	608	410	253
images/59a588c0-6fbf-4790-ab82-8651d3d0f50f--ru.00233872-104a-4a0a-a3d6-8901b3115d5e.jpg	4607065580223	567	1057	295	140
images/0a0de03b-710c-40e4-8f0e-5fa0ee9ef0a5--ru.b7135dcc-0514-43de-a53d-87f41aae71e4.jpg	5053990125050	203	572	514	367
images/5f625b96-67ae-4000-9d1c-840f720e2897--ru.30adf60f-eeb3-4358-8dcb-99a7f7d45b2b.jpg	4630007400419	1088	704	1974	987
images/41d1664f-def5-4d63-bb56-63a6bb368b73--ru.e81a9d3d-3d6b-4369-9b07-5106f36b4a28.jpg	3276423013010	520	694	256	106
images/5f625b96-67ae-4000-9d1c-840f720e2897--ru.c5374577-05a3-457f-8c58-b5258c23e959.jpg	4630007400419	1107	784	1796	904
images/d937abc1-b3fb-4e25-b2b5-45227c226031--ru.695371d1-8051-4aa9-9703-cb142b7671f4.jpg	4627110630017	399	402	335	189
images/52d310ea-3bcc-47a0-9cb5-4b294054a7be--ru.5678e1a4-1367-44cb-b2d2-1bae7fbadbff.jpg	4600935010776	351	943	376	225
images/23ffa12c-6ab7-439d-a865-343730894eab--ru.86cae680-6cde-41cd-b3f5-bcf881109ae4.jpg	5900516690915	337	497	483	236
images/ac6cf003-ac9c-4817-915a-d9c6524c7cb4--ru.4fdcad48-20e9-4961-aa52-4bce3015c291.jpg	5449000098153	24	651	810	434
images/8e1649fd-f68c-436e-aaa9-b849aed55133--ru.b4941331-2de2-4e9f-b3b6-88990a9ab5f2.jpg	4606272032914	178	509	581	369
images/bd314894-7d05-49bf-8e77-97b875c5b2af--ru.d3c1e506-e7d6-4250-8964-8e497a64a5fb.jpg	4620016307601	853	243	277	147
images/8f5aba92-5577-4345-96f5-57e5bc84e124--ru.b724a261-2625-4848-82e7-391bcece865c.jpg	4810285012256	297	809	462	229
images/25a674bc-935d-4f1a-8071-ac86d1bb64cc--ru.2b0fe83c-fb06-4ad3-b368-b0b7956b75f3.jpg	4606272009671	72	314	752	414
images/9c930745-480b-46e3-b533-8d348831b447--ru.2376671d-bc79-4c6e-84e2-8ac52c586261.jpg	4604075024495	430	1006	353	261
images/46605374-8308-43c7-a779-0481317ad47c--ru.9d0d81cd-a7f8-4921-8ae7-c38ec473cc3a.jpg	4603023067232	333	645	235	114
images/a5112199-02a8-4685-a325-704eb7126f55--ru.b1f73de1-4774-4591-8303-c50428ea535e.jpg	4607971450979	188	608	215	98
images/8ca911e0-fe2c-4cb7-a429-26d8ed13700d--ru.bfc786f6-0f49-4e73-8f1b-c769f45e6ed6.jpg	4620018872398	145	709	585	213
images/b1abf356-58a9-4d35-9a3e-683fc33e321c--ru.0c12871d-9f1a-44bf-b404-de21d5e52c88.jpg	4607092076409	236	759	416	189
images/6ebb3269-e75e-498f-94e8-51b4345a777c--ru.f22d47f9-992f-479f-908e-9b94ac8e5bdf.jpg	4602957001268	1617	868	1451	417
images/77c7bd8d-bb64-4c4b-94c5-798a903eaa4d--ru.12f5929c-9d0e-49e5-9300-4aa2bd63bc51.jpg	4820240030508	173	657	589	293
images/9185f86c-3aee-43f6-a758-febdbd9281c5--ru.86a9b5f5-fff1-4b3b-bdb2-5c6f1153ed7b.jpg	4005900830845	306	183	630	347
images/6eb76672-e020-47aa-b1ba-05c3fb0e715c--ru.3ce7d8de-6472-4c16-8d79-0ddc88a2bc4a.jpg	4600702098211	157	383	573	343
images/23d255ba-4c2a-421c-af49-71581d809fb8--ru.82fb3884-8970-46d7-acf5-44aa7bc0b720.jpg	4606068026776	447	402	610	344
images/d7a6f9cb-52c9-469a-a6f3-fc92899e0072--ru.0af14d21-aee7-4213-93dd-303b52c40edc.jpg	3600542388139	375	938	339	138
images/93f48869-9fc3-484b-8c9a-0a0f2f2a54b3--ru.e9072bcb-a760-4f20-9bf8-45b2d9ffb814.jpg	4690471220562	62	791	327	194
images/a8d3db12-369d-40fb-970f-8c2084e48218--ru.6924cc6f-5d5c-42b6-83f8-58441a46d816.jpg	8710447454008	308	429	273	154
images/135d059a-5fb2-4f67-9559-9026218e9fe9--ru.0b9e3c5b-c363-4002-92d5-73fa5401e890.jpg	4607124893677	288	574	218	128
images/e2dff324-fc4c-4ced-bef3-2f3d135a4d66--ru.e072c43c-c2f2-426f-9ca0-455bade998fc.jpg	9000100980654	135	390	432	322
images/35f6ceb6-3319-44c2-a040-9442ca399205--ru.2e543ca5-58ff-4ba5-ba72-4c71135db6de.jpg	4602920005491	723	402	776	419
images/4e7f3c42-99f5-43e6-bab1-8b6e5fc657c3--ru.e6f23fca-d1da-4ce7-88cb-c833fcb0fb14.jpg	4607086566558	251	562	491	197
images/ccdb87d9-2b80-45ec-96c2-32f66fe734ed--ru.60f6ddb0-0cad-4e5a-b0d1-3e160882cdf3.jpg	4650070510907	204	751	490	220
images/09c4aef7-de37-45d9-8ccf-3be4a4409953--ru.f8b7d94c-b600-4f02-bf94-410861132882.jpg	4640005701470	163	529	443	213
images/8f8c1727-5595-4cdb-b799-25a810746b85--ru.9abae00f-db06-42cb-9f94-ca2709f2083c.jpg	4680211144548	385	862	429	160
images/e97ed90b-6c78-43ee-9d63-e145f65c1eb7--ru.e809dd6f-cd63-472d-8ba2-951a2f46b7fa.jpg	4607010731205	322	619	458	219
images/f13d648f-d3c6-4360-9b86-d07af95af701--ru.38fb9827-c192-489c-be5e-f3bd8f3efa3a.jpg	4600999030857	275	786	504	209
images/40f24c5d-17c5-402a-b2da-4a5abeb12965--ru.24cf4215-4c65-45ff-aeba-2442b24cd24e.jpg	4820135582570	255	416	413	178
images/540e86b0-0b42-4073-9183-d07b9cc40b1e--ru.096446bb-13a0-4874-998f-71189777175d.jpg	4602701303259	124	569	555	284
images/1cf4cf1a-f49e-4090-9c6d-d2116b3ed386--ru.21d4998a-eb24-4f71-9bef-1bea3d4edf6a.jpg	4820176893086	123	666	669	304
images/d8c69b88-8adf-4a62-b65f-b25da5e80c2d--ru.3fa01631-1a87-4754-a12f-a778ea1a84fa.jpg	4607154696682	506	859	183	102
images/edaab163-7aff-4c3b-b051-362e963ae9a4--ru.c61c142b-094f-46dd-a520-b6f91e4e58bc.jpg	4670025860277	318	789	416	169
images/4cd9ef8b-6581-4f08-bd3f-7cd7cedce13e--ru.2e7dfe5e-0133-4bdb-a811-66cce3da4f2c.jpg	7622201138127	465	649	434	255
images/5423eb16-945b-433b-9668-ff6b1727b8aa--ru.a73d075e-544f-4b2f-8218-cf28f3d59dd5.jpg	4013054004654	275	664	442	171
images/4540d2b2-5bef-4f45-a827-014f4c8f2df2--ru.d040d52b-c14d-4813-9d6f-3f7bda1bd7b1.jpg	4660105670131	318	712	386	154
images/49e72b24-d106-496f-82e4-e3c3441e89e0--ru.b53ccdc1-a710-4412-8e53-8cef3c095468.jpg	9785506057420	395	879	432	165
images/f20615b8-4568-4d46-ad83-28815da20b59--ru.d6c9148e-d893-496c-991f-4878985e6794.jpg	4650001796653	274	530	396	167
images/1964ffb0-6b6b-4e60-abb9-167b26bd5c6d--ru.64f715d4-2dd6-4f92-a676-263665e01e70.jpg	4607072710101	200	728	648	505
images/5f625b96-67ae-4000-9d1c-840f720e2897--ru.c5374577-05a3-457f-8c58-b5258c23e959.jpg	4630007400419	1107	784	1796	904
images/6c7d0eaf-6484-4529-a250-939f576b2e3b--ru.f9738ecc-f985-4c25-a7d6-ca3a087ab630.jpg	7613035812475	242	579	597	485
images/e97ed90b-6c78-43ee-9d63-e145f65c1eb7--ru.e809dd6f-cd63-472d-8ba2-951a2f46b7fa.jpg	4607010731205	322	619	458	219
images/96e54099-14c1-496c-8a94-c619196a927c--ru.9399c4b5-966b-4345-8df9-9d5ecac81835.jpg	4610006740013	173	942	641	320
images/83e63f27-b540-433e-8969-da31616deea0--ru.8adf5d09-c98c-4617-aae2-0bf975ae8ad1.jpg	8901148246591	325	583	428	139
